audiofile,tempo,danceability,instrumentalvoice,style,arousal,valence
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/2F/2FNsiEiUV7gH0xsNKOnLHm.mp3,121.987060546875,1.6691234111785889,voice,Electronic---Deep House,5.3986535,5.3228135
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/3F/3Fdec8JDO4pvINzFLtz8Dr.mp3,137.01873779296875,1.0445483922958374,voice,Hip Hop---RnB/Swing,6.465252,6.145475
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/1Q/1Qc065pWzpdhpzBCkqC1ai.mp3,124.27812957763672,1.3525843620300293,voice,Electronic---Bassline,5.569609,7.152833
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/70/70DNf9impTVaogiA56M5sd.mp3,142.23199462890625,1.5051040649414062,instrumental,Electronic---Hands Up,5.7571125,7.3447804
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/0J/0JyuEt2VTlBvGMBrM1XJ5x.mp3,184.5702514648437,1.1724176406860352,instrumental,Folk_ World_ & Country---Country,6.4407845,5.593474
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/0J/0JJi5lar3rSSrqSqYys409.mp3,118.58931732177734,0.978800356388092,instrumental,Electronic---Deep House,4.782967,4.946133
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/1M/1M9mVR6CABeiArTvSLjnxF.mp3,128.06271362304688,1.5776954889297483,voice,Electronic---Tropical House,5.428143,6.2705736
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.000/1x/1xFQ5lKWILBjqnyX4RgI8d.mp3,103.92066955566406,1.5951879024505615,instrumental,Pop---J-pop,5.785711,7.567526
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5Z/5Z2vdbanefHhZfECfBUaE0.mp3,137.95184326171875,0.9334555864334106,instrumental,Electronic---Trance,5.379673,6.8695903
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5Z/5Z9YmbGMT8BawbfitlhCMJ.mp3,125.9564208984375,1.2396268844604492,voice,Electronic---Synth-pop,5.5816407,6.966323
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4G/4GP7orTvd2PuK9oDUTq5i6.mp3,108.39090728759766,1.5259538888931274,instrumental,Jazz---Ragtime,4.917272,4.5925922
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2L/2LyKrpmdKJBclGawjNVor8.mp3,112.71574401855467,0.8428927659988403,instrumental,Classical---Classical,4.2954397,4.247891
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4s/4s9eMbBfWUDtBEFHC7sNp7.mp3,154.74990844726562,1.4527342319488523,voice,Hip Hop---Trap,5.807253,6.713594
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7u/7uqtBJOieoZVOdpHc2nMVY.mp3,113.01531982421876,1.3883249759674072,voice,Latin---Tango,5.19069,5.04105
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6o/6oSF8Vcg25HLNbBBuAU8bt.mp3,114.35596466064452,1.4927759170532229,instrumental,Rock---Prog Rock,5.27979,6.7932754
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6Z/6Zw0NBdfr1VlVJjDRFwUe1.mp3,123.90717315673828,1.2581080198287964,voice,Folk_ World_ & Country---Bluegrass,4.6528244,4.157154
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6Z/6Z3i2F0rJDchiMbMH6z6CD.mp3,77.40751647949219,1.1851439476013184,instrumental,Electronic---Experimental,4.786182,4.462227
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4X/4XRZbiVdsA5qv6f6qP70lS.mp3,89.74317169189453,1.0604541301727295,voice,Pop---K-pop,5.429732,6.396643
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6R/6RcKBIEbs5R2KeKDryZO5a.mp3,87.96798706054688,1.939628958702088,voice,Hip Hop---Gangsta,5.112283,6.6898665
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0O/0OQpNjKRWIuHwsw1pHb397.mp3,114.72767639160156,1.115850806236267,voice,Hip Hop---Cloud Rap,4.060875,4.2621665
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3c/3cyWKdtR2dU18LsTLL4ECc.mp3,78.83049011230469,1.2422327995300293,voice,Latin---Nueva Cancion,4.957224,4.207727
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6J/6JJcLy8XfSY0rxmaudE5bB.mp3,136.4070281982422,1.686988115310669,voice,Rock---Pop Rock,5.68365,5.8444414
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6h/6hRvewF5MRAsqqxnNs3z2b.mp3,63.94461441040039,1.1975921392440796,instrumental,Hip Hop---Trap,6.0054884,5.5184846
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4H/4HkBbV8Ku4wldGyNpyxDAF.mp3,94.05828094482422,1.059477925300598,voice,Pop---Bollywood,5.853698,5.9788647
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4k/4kJwkuuPrdBox1JXV9Wi3g.mp3,136.1636505126953,1.07224440574646,voice,Rock---Dream Pop,3.9870107,3.6350322
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6Q/6QDLdnb0mElzqnS61ZiCId.mp3,164.2080841064453,1.5218183994293213,instrumental,Rock---Death Metal,3.2873325,5.6966224
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6Q/6Qht2gyJvhYf2UvSe5kJOr.mp3,162.761962890625,1.5110458135604858,instrumental,Reggae---Lovers Rock,5.5701237,4.6763873
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7B/7B3EOYVnkINkkTVsyKR1cA.mp3,126.00218963623048,2.013021469116211,instrumental,Electronic---House,6.4358006,6.4352126
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7B/7B9yavzlfIDl1rxyiicNQY.mp3,162.0887451171875,1.22359037399292,voice,Rock---Beat,5.7529044,6.426456
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7B/7BGnds7vior3bzM7DmQOdJ.mp3,128.42526245117188,1.2201470136642456,instrumental,Electronic---Progressive House,6.1367264,6.6256504
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/41/41hXrd90DAopizgFpqI2mY.mp3,93.57290649414062,0.964908003807068,voice,Rock---Heavy Metal,3.8020523,6.118441
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5a/5aFfRMpOvl4FVJaHNZjkaw.mp3,140.03372192382812,1.151108741760254,instrumental,Folk_ World_ & Country---Indian Classical,5.528034,5.3715115
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2t/2tTevtuIztOXAJQavVV1MM.mp3,99.98675537109376,1.2500523328781128,instrumental,Brass & Military---Brass Band,5.8038454,6.6802807
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0V/0VRv4f0FS0XBp9qXzWAd8c.mp3,116.78025817871094,2.364234447479248,instrumental,Funk / Soul---Disco,6.605558,6.253642
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0V/0VFQC71dmUjuW5bU5Ewdmg.mp3,111.18026733398438,1.0565192699432373,voice,Hip Hop---Trap,5.0723157,5.8824425
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/77/777ODMPJkLcMHI8c04rwfD.mp3,119.9692840576172,1.6625564098358154,instrumental,Jazz---Afrobeat,5.889706,5.922036
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5p/5puA6zHRYXjJBABAsc3928.mp3,107.98856353759766,1.2124316692352295,voice,Electronic---Synth-pop,6.09679,6.8816094
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5n/5n6uO2GYVI73zI1xbWSOwC.mp3,110.71711730957033,1.0647220611572266,instrumental,Jazz---Free Jazz,5.9184403,5.5491595
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5n/5n0CGpve1h3EyzxtZgdzHZ.mp3,95.0014877319336,1.2808313369750977,voice,Rock---Indie Rock,5.0492706,5.41751
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2a/2anIRRx1qYjJTcLY5VTQ9L.mp3,125.95132446289062,1.804156184196472,instrumental,Electronic---Techno,6.1602817,6.0816054
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2a/2aDlfv54MOXaOHJyaFzu2W.mp3,80.18115234375,1.4893754720687866,voice,Pop---K-pop,5.8261495,6.584214
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5L/5LmSXZPTCZPN8uWATTGSJB.mp3,111.8114776611328,1.24566650390625,voice,Hip Hop---Hardcore Hip-Hop,4.8076043,5.5434427
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5L/5LRZlufnAFqWw2WVUuudSd.mp3,79.99241638183594,1.1950924396514893,voice,Rock---AOR,5.37526,5.8846526
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4M/4MG4FrjZYOXeoJoaoaszsU.mp3,139.98570251464844,1.4275994300842283,voice,Hip Hop---Cloud Rap,4.21074,5.243236
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5d/5dsSPGGHKaRBPa6MgiimIA.mp3,123.6210479736328,1.1057387590408323,voice,Rock---Yé-Yé,5.918794,5.4840894
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3T/3TfMHDgWGz5183sZ1Wjkzf.mp3,172.26568603515625,1.655651330947876,instrumental,Rock---Hardcore,3.695339,6.0655093
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6L/6L5eDOJjNpNUlHeORgk2dL.mp3,89.95584106445312,0.9194101095199584,voice,Folk_ World_ & Country---Folk,3.7340481,3.15762
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/57/57TgX7Pz0IjujSIGKqR07N.mp3,84.44527435302734,0.8512373566627502,instrumental,Electronic---Ambient,4.105738,2.969834
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/57/57oDPVvNldgc6setk832Ev.mp3,93.97688293457033,1.1137531995773315,voice,Folk_ World_ & Country---Laïkó,5.7658844,6.393245
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2J/2JPY1tESSn8hhwlMdMrRzo.mp3,126.64222717285156,2.243567705154419,voice,Rock---Pop Rock,6.1980195,7.0709443
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1X/1XeCCcv0C9vD6Z8P9E8uhG.mp3,83.35628509521484,1.0498157739639282,voice,Pop---Vocal,5.155643,4.2998877
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1X/1XPSFAMV0cmBwB0oRcZpXK.mp3,119.93695831298828,0.9183883666992188,instrumental,Rock---Gothic Metal,5.420388,5.3103247
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/61/61MI4CEAqrcoueF7J22ptO.mp3,74.72740173339844,1.3319761753082275,voice,Latin---Reggaeton,6.1411476,5.832859
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1S/1SNAMXUlRdGhjR2Juw6tuC.mp3,121.9926300048828,1.6511335372924805,voice,Electronic---House,5.2476797,6.1108274
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4e/4eGHlplaq1ME8oetnTuFFf.mp3,112.31128692626952,1.694922685623169,voice,Funk / Soul---Soul,5.455117,6.0244994
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4e/4eKTgxtbFc2WgLbgH88Dvj.mp3,99.28475952148438,0.9729709029197692,instrumental,Rock---Pub Rock,5.1369014,6.0149345
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6G/6GozH6mEVPnD9dOdJrtmOq.mp3,106.95281982421876,0.802557110786438,instrumental,Electronic---Ambient,3.868511,3.1399078
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0b/0bfYQItZabmTf8c6y55Yyh.mp3,125.0297622680664,1.468869686126709,voice,Electronic---House,6.4093337,6.5749016
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0b/0bfk9adzd5dWFKoevBXxHp.mp3,162.294921875,1.4194989204406738,voice,Hip Hop---Gangsta,5.007594,6.5534344
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5O/5OAJ8dDlGJZg0tRmibPJDZ.mp3,97.2703857421875,1.260560154914856,voice,Rock---Punk,6.398281,6.688374
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1A/1AicKYbYeRHgLgn1Di9UdJ.mp3,147.83441162109375,1.2488890886306765,instrumental,Jazz---Hard Bop,5.8809657,5.827507
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1f/1fTFEWZ2XIwApOKgMitDTZ.mp3,89.86000061035156,1.2788317203521729,voice,Latin---Reggaeton,5.3683457,5.878654
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3Z/3ZNHeRPYrIBSehitajfhi6.mp3,128.05723571777344,1.4425911903381348,instrumental,Jazz---Post Bop,5.682804,5.6002984
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3Z/3ZiVRderOzIw26wDB8kWmw.mp3,89.7657241821289,1.750924825668335,voice,Hip Hop---Hardcore Hip-Hop,5.1942887,6.758317
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3Z/3Z97K6kYqtV8iKS8IgRBDh.mp3,98.4779815673828,1.1627247333526611,voice,Rock---Pop Rock,5.783243,6.8073683
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1K/1KnjULO6zN9B6bUrUOnUNl.mp3,77.93584442138672,1.0833293199539185,instrumental,Rock---Dream Pop,4.59147,4.4681563
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1K/1KISHt6G0ysLYNtd8sQnpe.mp3,119.73484802246094,2.24739956855774,voice,Electronic---Italo House,6.473359,7.3373733
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2P/2PPmn23Nud9uSXTgzwgFO1.mp3,134.5587921142578,1.0823328495025637,voice,Electronic---Tech Trance,5.7951727,7.0179057
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2P/2PH6BIjUBhggIfkiG0VhJn.mp3,138.33494567871094,1.047111988067627,voice,Funk / Soul---Gospel,5.649327,5.717901
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2P/2P961w334gKjxJEM2h8Rxi.mp3,131.41748046875,0.7841144800186157,instrumental,Electronic---Dungeon Synth,4.404255,3.7157822
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2P/2PBVKcSj9de4LsxXMzyNe1.mp3,111.3931121826172,1.5462682247161863,voice,Rock---Punk,4.8875246,7.0694466
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3d/3dzGwRzzl1rV63DzPOaEfq.mp3,121.8420181274414,1.611564040184021,instrumental,Electronic---Dub,4.8165603,4.4154325
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7M/7MtL9cm70l0YoYtZWkTdeW.mp3,129.96221923828125,1.8265345096588133,voice,Electronic---House,5.7018013,5.9815006
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7M/7MiXBG25ozczXh5e472Hia.mp3,152.2293701171875,1.0228800773620603,voice,Electronic---Ambient,4.4594574,3.0626876
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/62/62Y0pyONLSZ8WdSg0bvqUB.mp3,135.23374938964844,1.627484917640686,instrumental,Children's---Educational,5.0096073,4.220934
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/11/11neHCjylpZs7v2zdn8qJ5.mp3,135.279541015625,1.7311033010482788,instrumental,Electronic---Techno,5.353896,6.4498315
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1L/1LVDyF6lGAPQGiL09X9m01.mp3,129.37928771972656,1.8012208938598633,voice,Rock---Alternative Rock,7.0028863,6.799191
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4b/4bNKEDKrvAiw6f4B1GMbpc.mp3,91.46858215332033,1.7720993757247925,voice,Hip Hop---G-Funk,5.0430913,4.998428
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4b/4bD9z9qa4qg9BhryvYWB7c.mp3,83.98503112792969,0.9918694496154784,voice,Folk_ World_ & Country---Laïkó,5.0648427,5.39171
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0S/0SfLIYjETGiPMtkcA2UTi8.mp3,153.04690551757812,1.164713978767395,voice,Rock---Indie Rock,6.4494915,6.638841
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0S/0S7WcYcbuiLSPsHY5vJ9Pc.mp3,128.0706787109375,1.1875098943710327,voice,Pop---Ballad,5.8718843,6.6052666
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6x/6x1pp1GT6mZOG24G9fp90g.mp3,92.92720794677734,1.6852636337280271,instrumental,Electronic---Synth-pop,5.4398313,5.534225
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7K/7KNHkgQz2FD55VsKxb3Kr9.mp3,148.7519989013672,0.9964895844459534,instrumental,Electronic---Chiptune,5.583869,5.872519
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5S/5SbBhYpmmfAlwUp0WjnjMh.mp3,112.4209976196289,1.4087461233139038,instrumental,Folk_ World_ & Country---Folk,5.211628,4.850397
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4y/4ylWMuGbMXNDgDd8lErEle.mp3,156.34434509277344,1.0544337034225464,voice,Rock---Pop Rock,5.2938137,6.1629314
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/09/099WH6KH0PNbuoktAmhPxJ.mp3,102.60283660888672,1.3762118816375732,instrumental,Folk_ World_ & Country---Celtic,6.4159107,5.678263
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0T/0TpQVjkmBheUb8WYieup4O.mp3,118.0868148803711,1.206695318222046,voice,Rock---Doo Wop,5.5877924,6.101707
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7o/7oFiFPltiQTBqVutyiSwvE.mp3,91.70384979248048,2.247798681259156,voice,Hip Hop---Conscious,5.456907,5.5281634
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2N/2NbUnaGrjwRuRjZ5EPyOR5.mp3,115.0869598388672,1.1663661003112793,voice,Electronic---House,5.0984,5.097542
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2N/2NSw8SOcQ6EVLf1QZFMH1h.mp3,166.26730346679688,1.059075117111206,instrumental,Rock---Punk,4.655684,7.2442875
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/47/47RkuvGBEBGwAyEt2JTTEt.mp3,119.98777770996094,1.7147272825241089,instrumental,Electronic---House,5.843428,5.805019
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1z/1zswVZrOcHQDGKGmSWTmTf.mp3,101.99449157714844,1.1881232261657717,voice,Funk / Soul---Funk,5.71397,6.006231
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1z/1z1Hg7Vb0AhHDiEmnDE79l.mp3,123.67242431640624,1.2224225997924805,voice,Electronic---House,6.0837083,6.8921847
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2p/2p1ufwl4WePHdWpPHzoOq9.mp3,103.09254455566406,1.556265354156494,voice,Latin---Reggaeton,4.870571,5.7091227
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1O/1OpAtzMkKJNEYJB27JGNEX.mp3,81.24113464355469,2.120309591293335,voice,Latin---Cumbia,6.5191765,6.466286
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1O/1OvVexHSgFHvJpSyY8aYFA.mp3,117.83550262451172,1.200579047203064,voice,Folk_ World_ & Country---Folk,6.506485,5.925764
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6p/6pyIYkI6eckBahwLKnAfHG.mp3,95.90998840332033,1.044416069984436,voice,Pop---Vocal,3.9444785,4.2412224
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0M/0MkPcgvKDoQJnh65TbvFby.mp3,121.01917266845705,1.5911680459976196,voice,Pop---Ballad,5.911089,6.2048182
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0M/0MgmrHpH9VYc0dKbtOKg72.mp3,127.9201202392578,0.9058483839035034,voice,Electronic---House,5.8562613,5.9651985
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5H/5HdQKy23dOaaeHnYU4MyNQ.mp3,184.5702362060547,1.789872646331787,instrumental,Blues---Rhythm & Blues,6.3495526,6.141029
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3J/3JGj7SWCkQaWZV7k23ZfMo.mp3,135.4771270751953,2.274456262588501,voice,Electronic---Disco,6.571326,6.2129
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/25/252gJUec2oDsGBPcxZs4nX.mp3,126.06832885742188,1.3799805641174316,voice,Hip Hop---Gangsta,5.5199876,6.376336
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4v/4vtRFo2PPg9FCMW4M0V3nY.mp3,92.25318145751952,2.208892822265625,voice,Rock---Punk,6.5209594,7.2185726
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4v/4vFc0O97l8pf9DajtRcLmA.mp3,99.52842712402344,0.906889796257019,instrumental,Electronic---Hardcore,4.994553,6.6177864
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6B/6BpzjdJyNxG2Yf47YLoQah.mp3,87.09288787841797,1.0282875299453735,voice,Pop---Ballad,5.174421,4.129816
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/63/63oXZDNWsJ4zGfkhJSzX5E.mp3,125.66419982910156,1.5252784490585327,voice,Latin---Nueva Cancion,6.881019,5.4666953
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/63/63b3B7GI6GT7S6Pstyjkgo.mp3,153.50860595703125,1.2997775077819824,voice,Folk_ World_ & Country---Indian Classical,4.348399,4.35057
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0r/0rD3CPhvHc728A74wV8K8p.mp3,92.1069793701172,1.3008265495300293,voice,Rock---Shoegaze,5.133816,5.889671
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0r/0rrhbg6KmRfAFZ7owKroiv.mp3,85.49752807617188,0.8877934217453003,voice,Latin---Mariachi,4.7627125,5.028598
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7l/7l7AVAERNAeiU5SefAteOF.mp3,95.1328582763672,1.115747570991516,voice,Rock---Pop Punk,5.390124,6.6134834
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7l/7ldVosAno4ukmx35WWhkCz.mp3,97.36690521240234,1.7642987966537476,voice,Rock---Power Metal,2.8893878,4.876687
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3D/3DaCTypK2EOxuDZStB2fNN.mp3,106.98271942138672,1.1625767946243286,voice,Electronic---Tropical House,4.2734413,4.236597
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6k/6ksiRHtRK5dH26IqG0qp8s.mp3,143.98651123046875,1.1047760248184204,instrumental,Electronic---Hands Up,5.2832704,7.4145565
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1I/1IeqyJZKlrzqqTtWFFDOMe.mp3,83.59781646728516,1.021018385887146,instrumental,Electronic---Experimental,5.70498,5.981834
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2d/2dEGGkRIYrQZ1UgdubRtJQ.mp3,84.9487075805664,1.178078532218933,instrumental,Rock---Heavy Metal,3.9685142,7.0591745
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/7c/7cmo9x1P3bjRUsXXFQVZOu.mp3,86.45758819580078,1.2835395336151123,voice,Hip Hop---Cloud Rap,5.0222497,5.1428947
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/0d/0dVlHYuUY7WrUzkDEhHwLD.mp3,82.95845031738281,1.618670105934143,voice,Latin---Cumbia,6.016236,6.6084304
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4O/4OXNwX2OszW7Ne7xgi8og1.mp3,111.0916748046875,1.270963430404663,voice,Folk_ World_ & Country---Bluegrass,5.760324,4.823184
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4L/4LDrIAhaFe0NZuGYUN5XTv.mp3,133.0226287841797,0.7853271961212158,instrumental,Classical---Modern,4.050163,4.7207
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2c/2ck13qfgRZ1msyEJlDqzvk.mp3,128.72666931152344,1.170632243156433,voice,Rock---Indie Rock,6.113659,6.3298607
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1r/1roFI2VTmWQOyxg7uN3RGl.mp3,154.94183349609375,1.4832979440689087,instrumental,Electronic---Makina,6.239346,7.4333587
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/67/673d0zGPStznY0xiK6HTbt.mp3,102.89654541015624,1.0589470863342283,instrumental,Electronic---Ambient,5.187776,4.3512306
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/67/67tqhVUzXYwHfmENknhzCI.mp3,97.12430572509766,1.835241436958313,instrumental,Rock---Heavy Metal,3.4605982,6.2887306
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/4Z/4ZpWpW8O3GhcCFye63rtwP.mp3,99.99300384521484,1.258354425430298,voice,Folk_ World_ & Country---African,4.5703683,5.730868
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/5y/5y1xgWDqsyrcOY7xrlwakX.mp3,93.72087097167967,1.8089221715927124,voice,Hip Hop---Trap,5.0937877,5.6802306
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3g/3gHISQeQR4SQqk5XNLNnFS.mp3,117.88130950927734,1.509153127670288,instrumental,Folk_ World_ & Country---Éntekhno,5.3221684,4.773311
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3G/3G9M3up3ylejble5YrfUU3.mp3,140.4423370361328,1.2822540998458862,voice,Rock---Psychedelic Rock,4.6947365,5.6029983
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6C/6CU0zWIWVTEnmWpSjVHM93.mp3,93.9384765625,1.5669971704483032,voice,Funk / Soul---Soul,5.7094107,5.6581216
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/1D/1DDNMafrC5RTfz0K4b2tRR.mp3,86.66239929199219,1.1674444675445557,voice,Hip Hop---Cloud Rap,5.3149076,5.268187
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3q/3qFPDKFjbRrtGGpR8JkcpL.mp3,152.12521362304688,2.1562068462371826,voice,Hip Hop---Gangsta,4.4793305,6.365182
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/2l/2lH63zCYzbUPyJfEC2q1pz.mp3,97.77726745605467,1.346826195716858,voice,Hip Hop---Horrorcore,5.785218,7.5586357
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/6q/6q1rr8W0TudmxomRdHxUWP.mp3,125.72756958007812,1.2963920831680298,voice,Folk_ World_ & Country---Folk,5.84555,4.8777356
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3r/3rik5Hewn6ftrFWxVjqDPM.mp3,77.6988525390625,1.6254867315292358,voice,Rock---Heavy Metal,4.886754,5.8960114
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/3r/3r6EzxHkcX3JLzuV4a4waK.mp3,85.65645599365234,1.1065858602523804,voice,Jazz---Soul-Jazz,5.5907354,6.4786005
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/40/40xrlCowHVDoGfndSAVy94.mp3,136.207275390625,0.8433167338371277,instrumental,Stage & Screen---Soundtrack,3.678054,5.8126187
https://github.com/raquellucenap/streamlit/blob/main/audio/audio.006/40/409aUDprXaCNkTgbkRJULs.mp3,99.57107543945312,1.2606868743896484,voice,Pop---Ballad,5.64202,5.9522996
